Código;;;Nome;;;Fornecedor;;;;Localidade;Conta;;Nº Documento;;Dependência;;;;Dt. Aquisição;;Vl. Aquisição;Vl. Deprec.;;;;;Vl. Atual;;;;Status;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000080;;;14 - VENTILADOR VENTISILVA 50CM;;;NC;;;;BR 22-0747;1101;;0;;SALAO DE CULTO;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000081;;;18.001 - MICROFONE AKG00208 PERCEPTION P3S PÚLPITO;;;CRISTINA NEJEN HADDAD - ME;;;;BR 22-0747;1101;;2782;;SALAO DE CULTO;;;;15/07/2025;;275,89;18,40;;;;;257,49;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000082;;;18.001 - MICROFONE AKG00208 PERCEPTION P3S ORAÇÃO;;;CRISTINA NEJEN HADDAD - ME;;;;BR 22-0747;1101;;2782;;SALAO DE CULTO;;;;15/07/2025;;275,89;18,40;;;;;257,49;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000083;;;18.001 - MICROFONE AKG00208 PERCEPTION P3S IRMÃOS;;;CRISTINA NEJEN HADDAD - ME;;;;BR 22-0747;1101;;2782;;SALAO DE CULTO;;;;15/07/2025;;275,89;18,40;;;;;257,49;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000084;;;18.001 - MICROFONE AKG00208 PERCEPTION P3S IRMÃS;;;CRISTINA NEJEN HADDAD - ME;;;;BR 22-0747;1101;;2782;;SALAO DE CULTO;;;;15/07/2025;;275,89;18,40;;;;;257,49;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000085;;;17.001 - CAIXA DE SOM LINE J12;;;JONELUC COMERCIAL LTDA;;;;BR 22-0747;1101;;205;;SALAO DE CULTO;;;;28/07/2025;;885,00;59,04;;;;;825,96;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000086;;;17.001 - CAIXA DE SOM LINE J12;;;JONELUC COMERCIAL LTDA;;;;BR 22-0747;1101;;205;;SALAO DE CULTO;;;;28/07/2025;;885,00;59,04;;;;;825,96;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000087;;;17.001 - CAIXA DE SOM LINE J12;;;JONELUC COMERCIAL LTDA;;;;BR 22-0747;1101;;205;;SALAO DE CULTO;;;;28/07/2025;;885,00;59,04;;;;;825,96;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000088;;;17.001 - CAIXA DE SOM LINE J12;;;JONELUC COMERCIAL LTDA;;;;BR 22-0747;1101;;205;;SALAO DE CULTO;;;;28/07/2025;;885,00;59,04;;;;;825,96;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0747 / 000089;;;16 - PAINEL DE CONTROLE DE SOM SOM YAMAHA MG10;;;SPALLA MUSICA E AUDIO VIDEO E;;;;BR 22-0747;1101;;12599;;SALAO DE CULTO;;;;11/12/2015;;1.049,00;922,75;;;;;126,25;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000001;;;60 - CONSTRUÇÃO EDIF. MONT. LOBATO;;;NC;;;;BR 22-0917;1100;;0;;TEMPLO;;;;31/12/1993;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000002;;;8 - ARMÁRIO ARMARIO DE FERRO DUAS PORTAS 1.98X0.91;;;NC;;;;BR 22-0917;1101;;0;;COZINHA;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000003;;;8 - ARMÁRIO ARMARIO DE ZINCO 2 PORTAS;;;NC;;;;BR 22-0917;1101;;0;;COZINHA;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000004;;;8 - ARMÁRIO ARMARIO FUNDO BIBLICO;;;NC;;;;BR 22-0917;1101;;0;;ATRIO;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000005;;;4 - CADEIRA CADEIRA FUNDO BIBLICO;;;NC;;;;BR 22-0917;1101;;0;;ATRIO;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000006;;;61 - CAIXA DE COLETA CAIXA COLETA (GAZOFILACO);;;NC;;;;BR 22-0917;1101;;0;;ATRIO;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000007;;;10 - ARQUIVO / GAVETEIRO CAIXA FUNDO BIBLICO;;;NC;;;;BR 22-0917;1101;;0;;ATRIO;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000008;;;55 - ESCADA ESCADA ALUMINIO C/14 DEGRAUS;;;NC;;;;BR 22-0917;1101;;0;;SECRETARIA;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-0917 / 000009;;;55 - ESCADA ESCADA ALUMINIO C/18 DEGRAUS;;;NC;;;;BR 22-0917;1101;;0;;SECRETARIA;;;;31/12/2004;;1,00;1,00;;;;;0,00;;;;Depreciado;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
